respondent_id,xyz_vaccine,seasonal_vaccine
26792,0.1449566440468145,0.5831700916902155
26793,0.26361637816088285,0.8947145504277852
26794,0.48353919370676324,0.805678072887438
26795,0.20435198407257232,0.8023639911286967
26796,0.047462940081361114,0.0824513306765398
26797,0.22294517213093074,0.6717166725316881
26798,0.3049007688361404,0.3194130003982946
26799,0.28102280867567236,0.40448974682295125
26800,0.1276092467330857,0.9142626132037893
26801,0.15298513278660347,0.3198452986212274
26802,0.08772422104039747,0.2270498218814783
26803,0.05552770214246899,0.1555122723516315
26804,0.04860865741012798,0.11927497801762511
26805,0.09457781643307958,0.19680095635358805
26806,0.0606899826752768,0.8431224712107066
26807,0.36599132180169347,0.800856434687317
26808,0.10179545454545452,0.39875638767550536
26809,0.3594831538573801,0.3569522712266522
26810,0.04292598741128153,0.09498319904782751
26811,0.051600536808870154,0.122470483249121
26812,0.27241889074977316,0.7364156459009397
26813,0.3702892203828737,0.5112626253748547
26814,0.037633181633181634,0.6945231212142975
26815,0.010901311651311653,0.03769639973316443
26816,0.09146584046042253,0.18613899013782922
26817,0.060219598197926355,0.5954853807756283
26818,0.16186759618377278,0.30349050921845044
26819,0.23046020719047042,0.32567057090083434
26820,0.06675541816571225,0.21075652816109483
26821,0.0653343689048023,0.5321191135289431
26822,0.18767704626528167,0.6465669942802296
26823,0.26457450103502744,0.43524269680268163
26824,0.05365343112053637,0.6253788085695977
26825,0.4330618688586956,0.6498821089184865
26826,0.09146725135889221,0.6960073318064808
26827,0.05530882352941176,0.12423497635262341
26828,0.09460143941026294,0.44428356121003193
26829,0.6856020414197658,0.9083306615984638
26830,0.07168701537403581,0.7106237624031742
26831,0.17335887308139644,0.742864462349369
26832,0.14126448687478108,0.824194593532829
26833,0.11601846886057411,0.45322109979230696
26834,0.24197070139755902,0.468168620323032
26835,0.38203062016529526,0.8063367728476084
26836,0.28972576606400147,0.7190413581516523
26837,0.18076443246296187,0.13320187492246321
26838,0.12895752523190612,0.5246896156389188
26839,0.1796608111387523,0.4278120141812091
26840,0.07301312045081393,0.20454905824023473
26841,0.3848841131635248,0.6744855449561329
26842,0.07458850408850408,0.14251342599350184
26843,0.070009361009361,0.08963639274668686
26844,0.07973813199471093,0.35397813461048777
26845,0.07953837203101904,0.6924108470505527
26846,0.06142769661539012,0.7452793211690268
26847,0.19925356516262102,0.2027888209858025
26848,0.07965670576699982,0.68046581823749
26849,0.38164361869354146,0.584237498268845
26850,0.4397908523937936,0.6033633946033324
26851,0.032724028895081525,0.08386802378907637
26852,0.058824812442459504,0.09221545720075129
26853,0.28454650197297265,0.45672558889625464
26854,0.032472434428316765,0.11564141359729596
26855,0.394004616685344,0.7691593370080212
26856,0.09588812059400297,0.17939338425019544
26857,0.392169638754778,0.3592631344690172
26858,0.19424637539962636,0.46695020037009216
26859,0.014499306249306248,0.07087217037062235
26860,0.1552999610325463,0.2625653614244944
26861,0.05621364031851649,0.1654167057059922
26862,0.06534842842790059,0.24227010969693386
26863,0.13011323589264767,0.3663227336152529
26864,0.28926254546107494,0.3500568742259918
26865,0.05294832740072678,0.07903266494713862
26866,0.11670244133518128,0.5846166160258232
26867,0.15818108926390667,0.2648196865770395
26868,0.6110631598650172,0.8329147730637666
26869,0.09265086765086764,0.28183726295491024
26870,0.5760236705445685,0.7835102121677201
26871,0.04548867798867799,0.05822192622192624
26872,0.11235696357019885,0.3486458672046907
26873,0.14099454140630616,0.6704806853936113
26874,0.04908543569632278,0.1229871312939903
26875,0.3889323988132039,0.7260782658317488
26876,0.08707608850665743,0.15183839972485105
26877,0.12147542849593933,0.19447581821343438
26878,0.14111496528640485,0.2816478519330687
26879,0.028424658674658675,0.05294761855791266
26880,0.11176496733114377,0.2029940827146711
26881,0.02486504508563332,0.11321018155963969
26882,0.03918704117233529,0.06659233943444469
26883,0.10600554021142254,0.2580035775055126
26884,0.21130782509257753,0.2457616392322276
26885,0.21878569449186577,0.5978747984048511
26886,0.12305780017196433,0.816450626987392
26887,0.6140957909765958,0.8755670799502067
26888,0.848711836981961,0.8869858165427055
26889,0.025249849551320137,0.15600111544229192
26890,0.15050650728127507,0.46039780480956904
26891,0.6378798393871924,0.7993319972511148
26892,0.20207012300278562,0.5431150659769081
26893,0.041513042513042504,0.12419110981610983
26894,0.24118452326540574,0.3726316126683773
26895,0.062189298418013586,0.806956952504553
26896,0.036300358510884825,0.04057797620955516
26897,0.09546724571724571,0.5223934693187795
26898,0.252605062421239,0.5333648864751801
26899,0.05103931798049444,0.10068599398011159
26900,0.08222240781974845,0.24064044388523645
26901,0.08246426667014903,0.4604541550497433
26902,0.17401142376142373,0.7869271744767097
26903,0.1578001293368941,0.16940809843751023
26904,0.12348881055454809,0.4055197413140901
26905,0.31880944496966157,0.6978604421321141
26906,0.05185253506533137,0.4153088205555687
26907,0.06385119210854502,0.45555471570912753
26908,0.08772870932816754,0.7397606713891547
26909,0.2053712718596621,0.2666591404668031
26910,0.14451517817694287,0.4238869613072401
26911,0.07638214855320118,0.15435670103317164
26912,0.4880863733216671,0.816153100167806
26913,0.5833204962249079,0.7984853245882656
26914,0.025408470170189816,0.1270539596732239
26915,0.21828213970125734,0.5291053192450254
26916,0.06523816184241393,0.21152065009209056
26917,0.07241996891996891,0.19991509946308716
26918,0.8986937017231131,0.9586635096929214
26919,0.13013141112986318,0.5409660111417076
26920,0.02829248991748992,0.06834280996780995
26921,0.1783653500638796,0.7501814634167573
26922,0.10322470584970586,0.7123411800760873
26923,0.21185283819494358,0.5360517383087041
26924,0.8351743942332177,0.9484800561638794
26925,0.24041198942669548,0.7513513322046603
26926,0.36350972207473775,0.5579656960686372
26927,0.4847891549884582,0.7089777547157576
26928,0.14267401607107486,0.5549719446646689
26929,0.1174569518172459,0.31054173957850445
26930,0.5392624453003714,0.7600547294695904
26931,0.10706093388103848,0.35837371267205964
26932,0.16773743185778797,0.865775484319602
26933,0.05463261207030554,0.49226190937259046
26934,0.3625969783140834,0.6626149458699767
26935,0.11798539388712773,0.4217555960042275
26936,0.2929798118548121,0.3284207274207274
26937,0.16484589660711957,0.7886047879852062
26938,0.05229282591047296,0.08496132870397573
26939,0.06910674782733608,0.12362240506358158
26940,0.11396214221794718,0.26897984269772207
26941,0.1115740949080732,0.4017005773051673
26942,0.47872133068456596,0.67183933094769
26943,0.15771722395251805,0.596788225119107
26944,0.035108613608613594,0.12186977467001178
26945,0.06887791048820459,0.5229544331651108
26946,0.11028181078181078,0.601352796927874
26947,0.26364495689495704,0.5332658724574363
26948,0.07154782227576345,0.11999040801246684
26949,0.034408559706547305,0.11627233155561335
26950,0.061592065342065336,0.5281659202081029
26951,0.09138238807975647,0.41148122182255314
26952,0.757600040553988,0.8841258172655233
26953,0.45300955130753917,0.8639799993035283
26954,0.01770704680309943,0.1593740602687772
26955,0.08972381757675872,0.6442556721600841
26956,0.1950469261188303,0.27469695132582134
26957,0.14710270738307824,0.8779668017168017
26958,0.2156340160384279,0.6643698520977932
26959,0.07623274084303495,0.2507636021386022
26960,0.040502611223199446,0.07038835993441253
26961,0.19469750419286047,0.4561005532278751
26962,0.12316750310519656,0.7708793945992086
26963,0.15739721362515488,0.48151819534095086
26964,0.04287528756646402,0.25816257165235346
26965,0.5209620166698344,0.8394636059961135
26966,0.042957140082140084,0.09775050119012967
26967,0.21204902723732671,0.4217617631946781
26968,0.14956137215038148,0.8504368962650696
26969,0.099685249204986,0.28588067213144613
26970,0.6270405738052797,0.6274017209284235
26971,0.09577921902228903,0.17845801433421146
26972,0.05323651700896283,0.10310089941591488
26973,0.10507977153565386,0.2376779584794291
26974,0.1819011962982552,0.40837028993675256
26975,0.14735946518222062,0.6926655571523995
26976,0.6536460559707467,0.6240415204707
26977,0.13845224694828212,0.44216581593247145
26978,0.07272997264173735,0.7009801199975351
26979,0.6558298944777271,0.8386131162439209
26980,0.03922301309801309,0.11216533996332755
26981,0.11710695798582794,0.4320955082642388
26982,0.6203280981001568,0.7882555377628905
26983,0.21575690014892823,0.5031281764044921
26984,0.035765805001099125,0.10085240257566348
26985,0.07447336813513282,0.09318483178041999
26986,0.07268254449369001,0.4106364107598627
26987,0.07348693870914022,0.21806158294271125
26988,0.028822908028790385,0.13273945085129296
26989,0.34715094172253597,0.7961510905388612
26990,0.04297504293092528,0.17870583555877678
26991,0.19978985529720836,0.42464758172111106
26992,0.3372029574742424,0.5722468647480258
26993,0.07111476377652845,0.83689992850287
26994,0.1945735786065239,0.4505081798812953
26995,0.19843205487323148,0.4681883689782298
26996,0.323834655540538,0.4300258981214864
26997,0.043811430671724785,0.06638419532537178
26998,0.0671692362648245,0.09572187289834345
26999,0.2666119030751383,0.5112534897306569
27000,0.056035351630939874,0.3602123919818934
27001,0.053186214169960284,0.7537815221843863
27002,0.07318491215240439,0.34124081243547194
27003,0.03248308635808636,0.09541422003922005
27004,0.25007921801567345,0.27550445385081623
27005,0.4740599577437814,0.6956065987389513
27006,0.7231798900990076,0.7833544434867964
27007,0.0350914691889924,0.214383935022093
27008,0.11274169495222128,0.14554012556644147
27009,0.0912059062813187,0.34090291458939215
27010,0.029115087032850193,0.18803991289408345
27011,0.09920150334701416,0.2534807805140623
27012,0.28860512283267703,0.49233772176109625
27013,0.1634571679976559,0.49959586070872214
27014,0.11349189182277417,0.3434755244755246
27015,0.2027685635800962,0.17656014275828524
27016,0.10715675609793252,0.27561073389401564
27017,0.5659481868464067,0.843117442814037
27018,0.03687916712916713,0.2627316368272251
27019,0.8944396969559512,0.9624877946127945
27020,0.29980993305799813,0.41461752987294764
27021,0.2720619043266103,0.531544887030181
27022,0.08837743737743739,0.25122823051723325
27023,0.0860499040813013,0.24213972435186604
27024,0.10661674095884616,0.4060297821230483
27025,0.18427707559325215,0.22282217806559923
27026,0.07931164940723764,0.4215317185064081
27027,0.0849986949181995,0.750228324522055
27028,0.4930961997525464,0.8612571488968547
27029,0.21682090132090134,0.2886118649868651
27030,0.3145049182843304,0.4205917342461462
27031,0.3485866587546155,0.8370055444498172
27032,0.1870424997116175,0.5664094983677025
27033,0.3372126381244031,0.6226134603414017
27034,0.12118935924469985,0.5349168630790145
27035,0.2013886077158136,0.3408696076443817
27036,0.22235280112331204,0.7308471271447278
27037,0.5771670339464455,0.6799688952115422
27038,0.00618001443001443,0.031625111000111
27039,0.4958489456020415,0.8463029514058923
27040,0.14799967707519207,0.3542758676508678
27041,0.067764578014578,0.6877059137256506
27042,0.12357192181456893,0.570512118342614
27043,0.3642667826613344,0.6263428997454439
27044,0.02874019036519036,0.08923005768168306
27045,0.0545254343987882,0.5807308867820127
27046,0.03635074266691913,0.10597642499113084
27047,0.3870351952685543,0.4800078761967306
27048,0.14672560589278863,0.5892074407790353
27049,0.3270216355998089,0.7058475087004497
27050,0.08609062070826773,0.573644072903361
27051,0.16058567024937012,0.2751359356874063
27052,0.06808854843413661,0.23690335276751692
27053,0.7692340204944692,0.9012108009093299
27054,0.051707218707218706,0.02271081696081696
27055,0.12136185546479661,0.8654779411764704
27056,0.12566225849314083,0.1754022050217872
27057,0.03949298127626301,0.0919066742081448
27058,0.8167989742026119,0.8818335472576955
27059,0.06514996114996113,0.17265878321025385
27060,0.0641914058164058,0.26054265641765634
27061,0.050967800717800715,0.42910311676913826
27062,0.13279110058328322,0.4308841890680127
27063,0.07903669478669476,0.48334678366295997
27064,0.1435825389207743,0.45153252221634604
27065,0.14888828083681024,0.4607353186029656
27066,0.09305349280349279,0.5011615183635307
27067,0.6345242591086243,0.8074402344731291
27068,0.5475220131891957,0.7974213970297561
27069,0.6602753761116763,0.9029820449158683
27070,0.03842361233537704,0.11058624382153792
27071,0.06280963865164008,0.120389686084808
27072,0.29908359369388804,0.5128191992046484
27073,0.08617315703732115,0.8321517195251716
27074,0.1202157376220844,0.27905785266505106
27075,0.5329568878833587,0.7813432207770439
27076,0.52064052804494,0.6758764718397072
27077,0.06399695103371572,0.21259874612544902
27078,0.18857728238107507,0.7599009199291706
27079,0.2278952270471486,0.7886510828981721
27080,0.09020263171927256,0.2352525347029992
27081,0.15035091165857437,0.7936947570689835
27082,0.19224109822639246,0.37827327519974596
27083,0.12452842597173716,0.23788685265819992
27084,0.6111464331448853,0.6999837550363867
27085,0.0313019572303628,0.0945393084584261
27086,0.03698174048174048,0.11945628880922998
27087,0.10853629036368974,0.21519774568110492
27088,0.4196293011111123,0.6755277244971514
27089,0.1612380784849825,0.23251824923728961
27090,0.3101131050179039,0.6650542001141844
27091,0.4873219059778655,0.4495241207307771
27092,0.09527648339009828,0.25105764600340297
27093,0.2137018797722123,0.30677506190645576
27094,0.04514018987548399,0.14536424251130134
27095,0.13298430860505175,0.6064066329267569
27096,0.14161775207363447,0.2469760481892836
27097,0.34038844815315417,0.6393639592977828
27098,0.6294148474074939,0.8326177732942438
27099,0.2479261874033547,0.549046170347254
27100,0.08550169547228367,0.6997633839472073
27101,0.10617966755466751,0.549024254182923
27102,0.1425305454349572,0.8063422164649785
27103,0.056454554160436515,0.13204009525333055
27104,0.2583206704572804,0.5773045312101035
27105,0.14453958335266393,0.4552282245188592
27106,0.5327071939498412,0.7540474392165565
27107,0.5357604432604436,0.7000499905867553
27108,0.24067712311481682,0.2906366525631234
27109,0.09626555462081778,0.17274825708920136
27110,0.07502103111313638,0.36445840434075716
27111,0.10187933015782097,0.41641944828385796
27112,0.3879262385218268,0.5857848303657129
27113,0.08624245763409849,0.12056124050241697
27114,0.06670908252229908,0.23469675224734124
27115,0.5266232496004167,0.7080496803391538
27116,0.11103668716904011,0.818549308892575
27117,0.0237211752672279,0.12839289073499602
27118,0.08963808577043868,0.47553889030359653
27119,0.1127965205589044,0.23190197693603284
27120,0.24263513039248347,0.8419949862229271
27121,0.06542102599842536,0.6765105814664645
27122,0.05778694807371276,0.3240542904807612
27123,0.1103171601531064,0.21292918717459866
27124,0.04294164305193715,0.1387810813913755
27125,0.020813954563954563,0.055885494135494124
27126,0.19595813717872543,0.23299040229922588
27127,0.08050428547487369,0.07352071621189264
27128,0.24940873557127413,0.5083335066206586
27129,0.2481116224819786,0.5167530842050966
27130,0.1009901443872032,0.20825561027980397
27131,0.06352968899292427,0.14636038580156233
27132,0.3992447286259205,0.8599766950169421
27133,0.10118701715954034,0.6058526999459664
27134,0.8729868222735869,0.9321582823494587
27135,0.09966891087701697,0.47750383309353395
27136,0.11849033137771532,0.5460077970036691
27137,0.10701165651513948,0.20585031438862705
27138,0.154974031272019,0.4664082589523765
27139,0.09022506128775477,0.2972760846108371
27140,0.8534816479816482,0.8943413384001618
27141,0.5905244195518964,0.7225104595839894
27142,0.04866625939420056,0.20970964117728455
27143,0.304246149003502,0.4658397765088942
27144,0.09513780337309746,0.14613021836551246
27145,0.52520965108736,0.7023560652167463
27146,0.1459753718217341,0.8065222100883864
27147,0.08054868297255512,0.17906575819711615
27148,0.13821210902673756,0.10438119266640937
27149,0.1918950780901246,0.1977111921303098
27150,0.4488601063109576,0.8124120211573771
27151,0.2755236041191924,0.7640397783044838
27152,0.04114749166955048,0.16923410126738295
27153,0.3732405379708012,0.8427690415592888
27154,0.6177158583876853,0.8441188623754408
27155,0.18643447244763056,0.6517192035547298
27156,0.03340934093139975,0.2631625403463641
27157,0.09489004927820717,0.532138851616793
27158,0.0480109081378431,0.33245483787511654
27159,0.045281553461220994,0.11277984873892798
27160,0.14772223392076334,0.3412830407609819
27161,0.40458745633165155,0.6201443103536755
27162,0.14341047487371017,0.8243698495633478
27163,0.47035174045081174,0.46217971278807196
27164,0.1674993670473547,0.2509287128993011
27165,0.4877105192852098,0.6248102579681529
27166,0.2277210883801441,0.28893177655677676
27167,0.17951067819201752,0.5886186975579765
27168,0.17736229814790197,0.5915561219825927
27169,0.4431722403413579,0.6245420981523921
27170,0.5330634751385523,0.8595215072451909
27171,0.03717155891494127,0.23038077524061695
27172,0.11666520005335795,0.7888376017413237
27173,0.3157546821370352,0.5239307772837182
27174,0.12062699800199804,0.1861196707346088
27175,0.053841086201380305,0.17107830704154242
27176,0.7019636410917368,0.9088175528175528
27177,0.7426635401635399,0.8028953395532341
27178,0.033121043649732174,0.22100374692861252
27179,0.08278941383021052,0.2591888040043866
27180,0.17023692934620033,0.43604355653919896
27181,0.04688650340314424,0.8110424093879977
27182,0.47399627216035883,0.7556964042579366
27183,0.04362883113618406,0.6686547948239123
27184,0.1279776945680646,0.3874971309086382
27185,0.31234110742199,0.6812915453283104
27186,0.2851350925046747,0.7565448598242712
27187,0.10296554670819372,0.2186887853431973
27188,0.0939474301822736,0.45504548882575185
27189,0.16989345230792607,0.6942261886290522
27190,0.36606765027198473,0.804842769259178
27191,0.35162708848312546,0.8559432231138885
27192,0.29847120523668536,0.6545454895265267
27193,0.033916249328014035,0.18622007921272632
27194,0.22342494197409069,0.49565511220232594
27195,0.052744830061006526,0.16320385415238362
27196,0.16734223592311828,0.3049723139624257
27197,0.11850026578741746,0.5953344805922204
27198,0.5516070924689344,0.8583709103503998
27199,0.0970430998739822,0.3253108381270146
27200,0.2659184056684057,0.5467928280869458
27201,0.47610827585440585,0.7803680163146107
27202,0.12190973765083671,0.24955807331929625
27203,0.04672656482950599,0.18569581466291998
27204,0.028897200022200024,0.05831073637691283
27205,0.13847284380566122,0.22675992281139354
27206,0.1996673665601685,0.38576867299080914
27207,0.16000515688015696,0.19570502536679021
27208,0.6144271885521884,0.7255318003719708
27209,0.21652842933067395,0.3102550899393004
27210,0.08673965386465386,0.27599501145282884
27211,0.07845253833140829,0.2798413835619718
27212,0.2989631606353743,0.8380040119409309
27213,0.3144023265139163,0.5125212204812087
27214,0.04332532057725555,0.1006278623337447
27215,0.18683150210356098,0.7098006368130205
27216,0.27252176247957993,0.784282878427615
27217,0.11138469303600883,0.2997979488834754
27218,0.5635669179959796,0.7976848847273535
27219,0.4819837708587707,0.6627830157315449
27220,0.3008394127658833,0.4961034018441139
27221,0.07484924797424797,0.7145142039476406
27222,0.19483403252520903,0.5685772843714016
27223,0.09799542367963418,0.6894688661441759
27224,0.14337836652368396,0.6096636544426792
27225,0.17496582032804955,0.24900781217693008
27226,0.07666236432412898,0.25132284219048934
27227,0.1481728226779378,0.24018574581555802
27228,0.5765904523752816,0.8315753585366585
27229,0.49751987337281456,0.786019238186421
27230,0.31931803845486706,0.9189837335866745
27231,0.47221240464042336,0.8054994903760383
27232,0.15116703917284416,0.5723974417395471
27233,0.354072522793111,0.43741178728678715
27234,0.026765882265882262,0.0986439559895442
27235,0.8104289919746578,0.9434587007706204
27236,0.18246827845357266,0.8567685675607503
27237,0.6090047517841632,0.8119134492958021
27238,0.41050715651450936,0.7754982318879372
27239,0.3307385581058686,0.32945063571694005
27240,0.07844355998032465,0.333348638289815
27241,0.062486868063714715,0.15768751505021142
27242,0.19302471412030242,0.5063344600445993
27243,0.05685629307339834,0.14473412091291352
27244,0.035800287043905234,0.10183275403225461
27245,0.17736925256546004,0.4907931019616776
27246,0.7367037714034618,0.8965287010461155
27247,0.2569587596499361,0.929256521256521
27248,0.1913607153939972,0.6883152750385724
27249,0.09696794055617589,0.6168916489713704
27250,0.06477609715065993,0.1822052880958421
27251,0.07596854623069453,0.41931495863425916
27252,0.1680216901404983,0.4195335495114907
27253,0.07104027454027455,0.7679289443786345
27254,0.8555489820636876,0.9678858733858734
27255,0.15270335240866686,0.31012812830288
27256,0.7114455038282438,0.9230113269799796
27257,0.39239745804877385,0.5457400357353919
27258,0.32380625488501724,0.7002444814941619
27259,0.4449613782187312,0.7797951643729508
27260,0.17097922549586647,0.37406830577689704
27261,0.2288416921628999,0.6767963464840399
27262,0.1335418377918378,0.3987103953408131
27263,0.12399008391848947,0.10393044277990099
27264,0.10099366455984103,0.17475627714791805
27265,0.14074826671150192,0.39812798666475124
27266,0.1430862585127292,0.3667178603267579
27267,0.19062753836863758,0.6171648251416051
27268,0.0741189736189736,0.1841013506474033
27269,0.6014690604230077,0.5858258014631855
27270,0.04227536102241984,0.11028387152063622
27271,0.06773992267311299,0.18162286019473106
27272,0.1212778130738657,0.48036735823229615
27273,0.1458054382264909,0.33018062044880947
27274,0.141231095701684,0.3584507556713437
27275,0.23594995166512206,0.42925356438940054
27276,0.048134944848180136,0.17745213038595398
27277,0.05164704358822005,0.8585428071383951
27278,0.1385189374895258,0.32147290400231593
27279,0.039442718286758514,0.30455714652850885
27280,0.3173102207676511,0.46618641560824253
27281,0.09160836331424566,0.3588165722306591
27282,0.16301493604434783,0.8996452312880331
27283,0.07020519295519297,0.21827291349001882
27284,0.23313068746325244,0.5261254120699199
27285,0.062945635791224,0.38609014852822926
27286,0.16619636359226145,0.47254871405684107
27287,0.27053974957883636,0.7044399686942259
27288,0.5185186594451302,0.7546771341403692
27289,0.21958515068809187,0.48829264526323346
27290,0.048230471526524155,0.1144180178410055
27291,0.4596581209038639,0.8023911486403749
27292,0.1303245472993924,0.6220660752789235
27293,0.07223707311207311,0.8512180472033413
27294,0.09571817071817067,0.09759274813880074
27295,0.4720010047142398,0.863580349231665
27296,0.16486798223562946,0.809278477599685
27297,0.150121092730226,0.7408908177592388
27298,0.08907082133552717,0.26898078601251973
27299,0.2706590094345511,0.6630301824222098
27300,0.13766764814133242,0.7316427808374405
27301,0.022203826388036915,0.06816700200098033
27302,0.21055232050085002,0.6575748770111512
27303,0.12262737398766811,0.2952010876407162
27304,0.09615503319063691,0.7574848142054023
27305,0.04102802051176664,0.13839763286822113
27306,0.2268457696271165,0.5692531716649363
27307,0.7535401866651865,0.8566081002331002
27308,0.1991569111000226,0.3195290850790078
27309,0.7391162592710583,0.9527038303830102
27310,0.05718111055611054,0.23927534492511277
27311,0.055917931950272164,0.19351842768143876
27312,0.15427771085124029,0.46228352451069205
27313,0.03624351894082795,0.14674402111329382
27314,0.03399946159504983,0.09898876531964766
27315,0.04978173160087824,0.17155774879636235
27316,0.32699950870423,0.649259428408422
27317,0.1591071787689435,0.3194087640945228
27318,0.14114281987076108,0.38212693474109877
27319,0.249647501463678,0.7563269119224996
27320,0.36315988205694083,0.723849026790203
27321,0.0878775641569759,0.6954603947394192
27322,0.4480240224601679,0.5518606278768817
27323,0.10578190627455332,0.49389323584911843
27324,0.29633725540884975,0.5883191677746629
27325,0.7394322162042752,0.903099097525568
27326,0.12614618353782442,0.5463581585969357
27327,0.21032330821340112,0.3993304400994028
27328,0.35689876398970827,0.5125266656288324
27329,0.12708179926382673,0.22967751309589587
27330,0.09110228080313222,0.6086887426871945
27331,0.08548322710085632,0.25614094332595005
27332,0.15026844818408297,0.8507512787063871
27333,0.5876102769063295,0.7178612913860587
27334,0.04647221297221295,0.07511097045655868
27335,0.19136142345861018,0.2425700086950088
27336,0.12909726402022859,0.18305362426749267
27337,0.2498871920563098,0.5891002924091157
27338,0.2093842791905452,0.4506962782055491
27339,0.20648177557736383,0.4114822807911044
27340,0.008215936840936841,0.19077041332420605
27341,0.2648384159986329,0.7043296668644966
27342,0.21539822187616314,0.5714191516544452
27343,0.029431364931364924,0.08945405301326353
27344,0.22202540724096465,0.5008647625307844
27345,0.0909674168424168,0.2538758712830731
27346,0.41062723457886,0.7982400215596811
27347,0.7713663294336666,0.8778801955841427
27348,0.04199965666142137,0.20906621836768907
27349,0.10641939295654462,0.2613113128558177
27350,0.147882455722239,0.8530527658615891
27351,0.4995565286536647,0.7936631870451529
27352,0.14948622457407296,0.36192851548463006
27353,0.09332022498198969,0.2582098628495687
27354,0.3193889389620814,0.7192711570192221
27355,0.2970863599764527,0.42737079640059505
27356,0.3208138592859958,0.6704232171766997
27357,0.05298265262429348,0.3269694899040874
27358,0.3139044229477666,0.6659105069194075
27359,0.39287924983513195,0.6805792054379517
27360,0.23912487403663898,0.6663801160712927
27361,0.057161364506952715,0.793889647547155
27362,0.25165769959887624,0.4837073112073111
27363,0.09201484348984347,0.21160685784803443
27364,0.09266058048991482,0.3986342308362432
27365,0.3111047183953529,0.6918911594941006
27366,0.3636504258841722,0.6388282843174481
27367,0.2558661754911755,0.5387175169601639
27368,0.09092909943384327,0.5062473324868962
27369,0.04904338789865104,0.08385180321054932
27370,0.11188543319425676,0.7296025513444244
27371,0.20850318608406854,0.4323173525391016
27372,0.09030563471472636,0.18904085636906595
27373,0.7972938428673718,0.823805832511715
